empriNo,empriCode,name,nameOther,kind,status,statusText,regime,regimeText,district,taluk,hobli,village,lat,lon,latText,lonText,custodian,extentAcres,extentText,extentApprox,extentBasis,surveyNumbers,surveyNoText,year,yearText,rejuvenated,elevationM,maxDepthM,islands,inletDrains,wasteWeirs,sluiceGates,culverts,checkDams,fenceType,surroundingArea,presentStatus,waterUsage,convertedTo,convertedBy,visitDate,researcherVerified,remarks,waterSampled,waterSampleNote,sewageInflowCumecs,vegetationCover,vegetationType,aquaticFlora,fauna,visitingAnimals,encroachmentDirection,encroachedBy,encroachedFor,encroachmentPct,encroachmentKoliwadText,encroachmentKoliwadAcres,dumpingDirection,dumpingType,sewageInflow,pollutant,weeds,otherIssues,pdf,pdfPage,source,tables,coordProblem,fenceTypeText,presentStatusText,waterUsageText,vegetationCoverText,weedsText,vegetationTypeText,aquaticFloraText,faunaText,visitingAnimalsText,convertedByText,encroachedByText,encroachmentDirectionText,dumpingDirectionText,sewageInflowText,surroundingAreaText,convertedToText,encroachedForText,dumpingTypeText,pollutantText,custodianText,atlasCode,atlasName,atlasMiTankRegNo,atlasYearCreated,atlasYearRejuvenated,atlasPreservationAuthority,atlasTotalExtentText,atlasSourceOfWater,atlasUpstream,atlasDownstream,atlasCatchment,atlasRoads,atlasDrinkingWater,atlasWashing,atlasBathing,atlasLivestock,atlasIrrigation,atlasFishing,atlasCultural,atlasRecreation,atlasOtherUses,atlasAmphibians,atlasReptiles,atlasMammals,atlasDirectPollutants,atlasIndirectPollutants,atlasSewageInflowCumecs,atlasEncroachment,atlasSoilExcavation,atlasStrategies,atlasPage
237,BUBNYHamt_ku1-237,Amruthalli kunte1,,kunte,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru North,Yelahanka,Amruthahalli,13.0675,77.598389,"13°04'03. 0""",77°35ʹ54. 2ʺ,BDA,0.75,≈ 0.30,True,,4,In Sy no 4,1902,1902,,921.0,,,,,,,,,Buildings,,,Houses & road,government;public,2016-07-14,False,,False,,,,,,,,,,,,,,,,,,,,vol2_north,28,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Govt. & Publ.,,,,,Buildings,Houses & Road,,,,BDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,BUBNYHamt_kr2-238,Amruthahalli Lake,,kere,existing,Perennial (UR),perennial,Perennial (UR),Bengaluru Urban,Bengaluru North,Yelahanka,Amruthahalli,13.063222,77.600361,"13°03'47. 6""",77°36ʹ01. 3ʺ,BDA,24.9,24.36,False,,115,115,1902,1902,,920.0,0.5,0,4,1,0,0,0,mesh,Settlement & plantation,polluted,cattle feeding,,,2016-01-02,False,,True,,,partial,growing on bank,emergent;free floating,birds;butterflies;dragonflies,,N,public,Graveyard,1,,,N;NE,Garbage & construction debris,W,S & cattle wading,partial,Under Rejuvenation,vol2_north,28,empri-2018,main;waterQuality;issues;atlas,,Mesh,Polluted,Cattle feeding,Partial,Partial,Growing on Bank,E & F.Fl.,"B, Bt.& D.fly",,,Public,N,"N, NE., N",West,S & Plantation,,Graveyard,Garbage & CD,S&Cattle Wading,BDA,BUBNYHamt_kr2-238,Amruthahalli Lake,,≈1902,2016,BDA,24.36,Rain & drain fed,,Rachenahalli Kere,Urban,"1 mud. surrounding area: settlement, plantation",,,,,,,,Yes,,,,,Dumping of garbage waste & construction debris,Sewage,No flow through Storm water drain,Graveyard (1%),,Garbage & C&D Wastes: Create awareness;Encroachment: Evict the encroachment;Sewage inflow: Upgrade the existing STP,255
239,BUBNYHanp_ku1-239,Ananthapura kunte,,kunte,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru North,Yelahanka,Ananthapura,13.114611,77.570944,"13°06'52. 6""",77°34ʹ15. 4ʺ,BDA,0.1,0.04,False,,36,In Sy no 36,1957,1957,,922.0,,,,,,,,,"Apartment, houses & agriculture land",,,Vacant land,unknown,2016-07-13,False,,False,,,,,,,,,,,,,,,,,,,,vol2_north,28,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Unknown,,,,,"Apartment, houses & Agri. land",Vacant land,,,,BDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,BUBNYHanp_ku2-240,Ananthapura kunte1,Karabu katte,kunte,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru North,Yelahanka,Ananthapura,13.117028,77.568778,"13°07' 01.3""",77°34ʹ07. 6ʺ,BDA,0.975,0.39,False,,12,12,1957,1957,,928.0,,,,,,,,,"Vacant land & agriculture lands, buildings, temple",,,"Government school, anganawadi kendra, temple, samudaya bhavana",government;public,2016-07-13,False,,False,,,,,,,,,,,,,,,,,,,,vol2_north,28,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Govt. & Public,,,,,"Vl. & Agri. lands, Build., Temple","Govt. School, Anganawadi Kendra, Temple, Samudaya Bhavana",,,,BDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,BUBNYHanp_gk3-241,Ananthapura kunte2,Govt Karabu,katte,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru North,Yelahanka,Ananthapura,13.123,77.569278,"13°07' 22.8""",77°34ʹ09. 4ʺ,CRPF,2.15,≈2.06,True,,24,24,1957,1957,,932.0,,,,,,,,,Trees,,,CRPF,government,2016-07-13,False,,False,,,,,,,,,,,,,,,,,,,,vol2_north,28,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Government,,,,,Trees,CRPF,,,,CRPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,BUBNYHatu_ku1-242,Atturu kunte,,kunte,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru North,Yelahanka,Attur,13.102722,77.566389,"13°06'09. 8""",77°33ʹ59. 0ʺ,BDA,0.3,0.12,False,,35,In Sy no 35,1904,1904,,937.0,,,,,,,,,"Temple, government Hospital & private school",,,Government school & anganawadi,government,2016-07-13,False,,False,,,,,,,,,,,,,,,,,,,,vol2_north,28,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Government,,,,,"Temple,Govt. Hospital & Pvt. School",Govt. School & Anganawadi,,,,BDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,BUBNYHatu_kr2-243,Atturu kere,,kere,existing,Seasonal,seasonal,Seasonal,Bengaluru Urban,Bengaluru North,Yelahanka,Attur,13.111583,77.560278,"13°06'41. 7""",77°33ʹ37. 0ʺ,BBMP,90.1,90.04,False,,81 (Atturu);12 (Kempanahali);39 (Ramgondanahalli);92 (Ananthapura),"81 (Atturu), 12 (Kempanahali), 39 (Ramgondanahalli) & 92 (Ananthapura)",1904,1904,,915.0,2.0,0,4,1,0,0,0,mesh,Agriculture land & settlement,polluted,none,,,2016-01-05,False,,False,Dry,,complete,growing on bank,emergent,Reptiles B;dragonflies,none,S,government;public,Road & houses,0.9,3.12,3.3,N,Garbage dump,NW;SW,Sewage,complete,,vol2_north,28,empri-2018,main;waterQuality;issues;atlas,,Mesh,Polluted Puddle,No,Complete,Complete,Growing on Bank,Emergent,Reptiles B & D.fly,No,,Govt. & public,S,North,NW & SW,Agriculture Land & Settlement,,Road & houses,GD,Sewage,BBMP,BUBNYHatu_kr2-243,Atturu Kere,,≈1904,2010,,,Rain & drain fed,Veerasagara Kere,Puttenahalli Kere,Settlement,2,,,,,,,,,,,Yes,,Dumping of garbage waste,Domestic sewage,No flow through Storm water drain,Road & houses (0.9%),,Garbage Waste: Effective solid waste management in the surrounding area of lake should be implemented;Domestic Sewage: Upgrade the existing STP;Encroachment: Evict the encroachment,257
244,BUBNYHavl_kr1-244,Avalahalli Kere,,kere,existing,Seasonal,seasonal,Seasonal,Bengaluru Urban,Bengaluru North,Yelahanka,Avalahalli,13.141119,77.569167,13° 08ʹ28.03ʺ,77° 34ʹ09.0ʺ,BBMP,13.275,13.11,False,,10 (Avalahalli);64 (Shinganayakanahalli),10 (Avalahalli) & 64 (Shinganayakanahalli),2015,2015 (R),True,915.92,2.0,3,1,1,0,0,0,thorn wire,"Plantation, resort, nursery & Rd",muddy,irrigation,,,2014-07-10,True,,True,,,partial,growing on bank,emergent,none,cattle;goat;sheep,,,,,No data,,,,,Agriculture runoff,partial,,vol2_north,28,empri-2018,main;waterQuality;issues;atlas,,Thorny wire,Muddy,Irrigation,Partial,Partial,Growing on Bank,Emergent,No,"C, G & S",,,,,,"Pl, R, N & Rd",,,,Agri. Runoff,BBMP,BUBNYHavl_kr1-244,Avalahalli Kere,,≈1998,2015,BBMP,13.11,Rain & drain fed,Krishnasagara Kere,,Urban,2+1 mud,,,,,Yes,,,,,,Yes,"Cow, sheep, goat",,Agriculture runoff,No flow through Storm water drain,,,,259
245,BUBNYHavl_gk2-245,Avalahalli Katte1,Located inside the Stud Farm Pvt.,katte,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru North,Yelahanka,Avalahalli,13.128722,77.562528,13° 07ʹ 43.4ʺ,77° 33ʹ 45.1ʺ,BDA,1.85,1.34,False,,70,In Sy no 70,1998,1998,,933.0,,,,,,,,mesh,Stud farm & apartment,,,Horse shelters,private,2016-07-02,False,,False,,,,,,,,,,,,,,,,,,,,vol2_north,28,empri-2018,main;waterQuality;issues;nonExisting,,Mesh,,,,,,,,,Private,,,,,Stud Farm & Apartment,Horse Shelters,,,,BDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,BUBNYHavl_gk3-246,Avalahalli Katte2,,katte,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru North,Yelahanka,Avalahalli,13.127194,77.561167,13° 07ʹ 37.9ʺ,77° 33ʹ 40.2ʺ,BDA,1.35,1.14,False,,71,In Sy no 71,1998,1998,,931.0,,,,,,,,,Apartment & vacant land,,,Apartment,Prestige Grp,2016-07-02,False,,False,,,,,,,,,,,,,,,,,,,,vol2_north,28,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Prestige Grp.,,,,,Apartment & vacant land,Apartment,,,,BDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,BUBNYHavl_gk4-247,Avalahalli Katte3,,katte,existing,Seasonal,seasonal,Seasonal,Bengaluru Urban,Bengaluru North,Yelahanka,Avalahalli,13.137333,77.554528,13° 08ʹ 14.4ʺ,77° 33ʹ 16.3ʺ,BDA,1.525,≈1.21,True,,79,In Sy no 79,1998,1998,,923.0,2.5,0,1,0,0,0,0,none,"Eucalyptus & guava plantation, nursery",muddy,none,,,2016-06-30,False,,False,Not Sampled,,partial,growing on bank,emergent,butterflies;dragonflies,none,none,none,none,No,No data,,none,none,none,none,partial,No,vol2_north,28,empri-2018,main;waterQuality;issues,,No,Muddy,No,Partial,Partial,Growing on Bank,Emergent,B.fly& D.fly,No,,No,No,No,No,"Eucalyptus & guava plant., nursery",,No,No,No,BDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,BUBNYHbel_kr1-248,Bellihalli kere,,kere,existing,Seasonal,seasonal,Seasonal,Bengaluru Urban,Bengaluru North,Yelahanka,Bellahalli,13.103389,77.643111,"13°06'12. 2""",77°38ʹ35 .2ʺ,BDA,18.8,18.32,False,,68,68,1964,1964,,908.0,2.0,0,0,0,1,0,0,mesh,Quarry & plantation,clean,cattle feeding,,,2016-01-05,True,,True,,,complete,growing on bank,emergent;free floating,birds,none,NW,farmers,Plantation,5,,,,,,,complete,,vol2_north,28,empri-2018,main;waterQuality;issues;atlas,,Mesh,Clean water,Cattle feeding,Complete,Complete,Growing on Bank,E &Fr.Fl.,Birds,No,,Farmer,NW,,,Quarry & Plant.,,Plantation,,,BDA,,Bellihalli Kere,,≈1964,,BDA,18.32,Rainfall,,,Quarry,2 mud,,,,,,,,,,,Yes,,,,No flow through Storm water drain,Plantation (5%),,Encroachment: Evict the encroachment,261
249,BUBNYHbyt_kr1-249,Byatarayapura Lake,,kere,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru North,Yelahanka,Byatarayanapura,13.068333,77.587722,"13°04'06. 0""",77°35ʹ15. 8ʺ,BBMP,5.025,5.01,False,,75,75,1958,1958,,916.0,,,,,,,,,Plantation & apartment,,,Agriculture land,farmers,2016-01-02,False,,False,,,,,,,,,,,,,,,,,,,,vol2_north,28,empri-2018,main;waterQuality;issues;nonExisting;atlas,,,,,,,,,,,Farmer,,,,,plantation & Apartment,Agriculture land,,,,BBMP,BUBNYHbyt_kr1-249,Byatarayapura Lake,,≈1958,,BBMP,5.01,,,,,,,,,,,,,,,,,,,,,,,,263
250,BUBNYHckb_gk1-250,Chikkabettahalli katte 1,Sarkari Valagere,katte,existing,Seasonal,seasonal,Seasonal,Bengaluru Urban,Bengaluru North,Yelahanka,Chikkabettahalli,13.091278,77.552361,"13°05'28. 6""",77°33ʹ08. 5ʺ,BDA,1.8,1.32,False,,52,52,1903,1903,,926.0,3.0,0,1,0,0,0,0,mesh,"Temple, layout, vacant land & quarry",sewage,none,,,2016-07-12,False,,False,Not Sampled,,partial,growing on bank,emergent,butterflies;dragonflies,none,none,none,none,No,No data,,NE,Garbage & burning of waste,NE,Sewage,partial,No,vol2_north,29,empri-2018,main;waterQuality;issues,,mesh,Wastwater drain,No,Partially,Partial,Growing on Bank,Emergent,B.fly& D.fly,No,,No,No,NE,NE,"Temple, layout, vacant land & quarry",,No,Garbage & burning of waste,Sewage,BDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,BUBNYHckb_ku2-251,Chikkabettahalli kunte1,,kunte,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru North,Yelahanka,Chikkabettahalli,13.08775,77.554667,"13°05'15. 9""",77°33ʹ16. 8ʺ,BBMP,0.25,≈ 0.10,True,,2,In Sy no 2,1903,1903,,940.0,,,,,,,,,"Settelment, vacant land",,,Vacant land,unknown,2016-07-12,False,,False,,,,,,,,,,,,,,,,,,,,vol2_north,29,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Unknown,,,,,"Settelment, vacant land",Vacant land,,,,BBMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,BUBNYHckb_ku3-252,Chikkabettahalli kunte2,,kunte,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru North,Yelahanka,Chikkabettahalli,13.082111,77.549333,"13°04'55. 6""",77°32ʹ57. 6ʺ,BBMP,0.175,≈ 0.07,True,,14,In Sy no 14,1903,1903,,928.0,,,,,,,,,Houses & road,,,Road & houses,government;public,2016-07-12,False,,False,,,,,,,,,,,,,,,,,,,,vol2_north,29,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Govt. & Publ.,,,,,Houses & Road,Road & Houses,,,,BBMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,BUBNYHckb_gk4-253,Chikkabettahalli katte 2,,katte,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru North,Yelahanka,Chikkabettahalli,13.084778,77.545694,"13°05'05. 2""",77°32ʹ44. 5ʺ,BBMP,2.325,2.13,False,,17,17,1903,1903,,914.0,,,,,,,,,Buildings,,,Settlement,public,2016-07-12,False,,False,,,,,,,,,,,,,,,,,,,,vol2_north,29,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Public,,,,,Buildings,Settlement,,,,BBMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,BUBNYHckb_ku5-254,Chikkabettahalli kunte 3,,kunte,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru North,Yelahanka,Chikkabettahalli,13.092278,77.544889,"13°05'32. 2""",77°32ʹ41. 6ʺ,BBMP,0.525,≈ 0.21,True,,27,In Sy no 27,1903,1903,,924.0,,,,,,,,,Houses,,,Houses,private,2016-07-12,False,,False,,,,,,,,,,,,,,,,,,,,vol2_north,29,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Private,,,,,Houses,Houses,,,,BBMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,BUBNYHchk_gk1-255,Chokkanahalli Katte,Karabu kunte,katte,existing,Seasonal,seasonal,Seasonal,Bengaluru Urban,Bengaluru North,Yelahanka,Chokkanahalli,13.081389,77.636417,"13°04'53. 0""",77°38ʹ11. 1ʺ,BBMP,2.35,2.14,False,,66,66,1909,1909,,915.0,2.0,0,2,0,0,0,0,mesh;wall,"Apart., dev-in layout & Godown",polluted,none,,,2016-07-13,False,,False,Not Sampled,,partial,growing on bank,emergent,birds;dragonflies,none,SE,developers,Road,1,No data,,N,Garbage waste,none,none,partial,No,vol2_north,29,empri-2018,main;waterQuality;issues,,mesh & Wall,Polluted,No,Partially,Partial,Growing on Bank,Emerg.,Birds & D.fly,No,,Devloper,SE,North,No,"Apart., Dev-In Layout & Godown",,Road,Garbage Waste,No,BBMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,BUBNYHchk_ku2-256,Chokkanahalli Kunte 1,,kunte,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru North,Yelahanka,Chokkanahalli,13.080083,77.639944,"13°04'48. 3""",77°38ʹ23. 8ʺ,BBMP,0.25,0.10,False,,49,In sy no 49,1909,1909,,914.0,,,,,,,,,Vacant land,,,Vacant land,unknown,2016-07-13,False,,False,,,,,,,,,,,,,,,,,,,,vol2_north,29,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Unknown,,,,,Vacant land,Vacant land,,,,BBMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,BUBNYHchk_kr3-257,Chokkanahalli lake,Govt lake,kere,existing,Perennial (R),perennial,Perennial (R),Bengaluru Urban,Bengaluru North,Yelahanka,Chokkanahalli,13.085583,77.630278,"13°05'08. 1""",77°37ʹ49. 0ʺ,BBMP,8.05,8.02,False,,2,2,2012,2012-13 (R),True,918.0,3.0,0,6,0,0,2,0,mesh,"Agriculture, settlement, school & plantation",muddy;polluted,none,,,2016-01-02,True,,True,,,partial,growing on bank,emergent,birds;dragonflies,none,SE,public,Graveyard,5,1.02,1.05,,,W,Sewage,,,vol2_north,29,empri-2018,main;waterQuality;issues;atlas,,Mesh,Muddy & Pollut.,No,Partially,,Growing on Bank,Emerg.,"Birds, D.fly",No,,Public,SE,,West,"A, S, school & Plantation",,Graveyard,,Sewage,BBMP,BUBNYHchk_kr3-257,Chokkanahalli Lake,,≈1909,2013-2014,BBMP,8.02,Rain & drain fed,,,Settlement,1,,,,,,,,,,,,,,Sewage,No flow through Storm water drain,Graveyard (5%),,Sewage inflow: Provide UGD and connect to STP,265
258,BUBNYHchk_ku4-258,Chokkanahalli Kunte2,Karabu kunte,kunte,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru North,Yelahanka,Chokkanahalli,13.086167,77.629694,"13°05'10. 2""",77°37ʹ46. 9ʺ,BBMP,0.275,0.11,False,,21,In Sy no 21,1909,1909,,913.0,,,,,,,,,"Vacant land, college, chokkanahali lake",,,Sri venugopalaswamy temple & vacant land,public,2016-07-13,False,,False,,,,,,,,,,,,,,,,,,,,vol2_north,29,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Public,,,,,"Vl, College, Chokkanahali lake",Sri Venugopalaswamy Temple & Vacant land,,,,BBMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,BUBNYHddb_ku1-259,Doddabettahalli kunte 1,Govt kunte,kunte,existing,Seasonal,seasonal,Seasonal,Bengaluru Urban,Bengaluru North,Yelahanka,Doddabettahalli,13.09625,77.552583,"13°05'46. 5""",77°33ʹ09. 3ʺ,BDA,0.525,0.21,False,,33,33,1903,1903,,914.0,2.0,0,1,0,0,0,0,none,Eucalyptus & sapota plantation & agriculture land,clean,none,,,2016-07-12,False,,False,Not Sampled,,partial,growing on bank,emergent,butterflies;dragonflies,none,none,none,none,No,No data,,none,none,none,none,partial,No,vol2_north,29,empri-2018,main;waterQuality;issues,,No,Unpolluted,No,Partially,partillay,Growing on Bank,Emergent,B.fly&D. fly,No,,No,No,No,No,Eucalyptus & sapota plant. & agri. land,,No,No,No,BDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,BUBNYHddb_ku2-260,Doddabettahalli kunte 2,,kunte,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru North,Yelahanka,Doddabettahalli,13.094611,77.546333,"13°05'40. 6""",77°32ʹ46. 8ʺ,BDA,0.8,0.32,False,,11,In Sy no 11,1903,1903,,921.0,,,,,,,,,"Houses, graveyard",,,Vacant land,unknown,2016-07-12,False,,False,,,,,,,,,,,,,,,,,,,,vol2_north,29,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Unknown,,,,,"Houses, Graveyard",Vacant land,,,,BDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,BUBNYHdbs_kr1-261,Dodda Bommasandra Lake,,kere,existing,Seasonal (R),seasonal,Seasonal (R),Bengaluru Urban,Bengaluru North,Yelahanka,Doddabommasandra,13.06825,77.560528,"13°04'05. 7""",77°33ʹ37. 9ʺ,BBMP,124.475,124.19,False,,56 (Dodda Bomasandra);175 (Kodigehalli);53 (Tindlu),"56 (Dodda Bomasandra), 175 (Kodigehalli) & 53 (Tindlu)",2013,2013-14 (R),True,922.0,2.0,3,5,1,0,3,0,mesh,Buildings,polluted,none,,,2015-12-31,False,,False,Dry,,partial,growing on bank,emergent,birds;butterflies;dragonflies,none,,,,,3.36,3.9,,,N,Sewage,,,vol2_north,29,empri-2018,main;waterQuality;issues;atlas,,Mesh,Polluted,No,Partially,,Growing on Bank,Emergent,"B, Bt.fly & D.fly",No,,,,,North,Buildings,,,,Sewage,BBMP,BUBNYHdbs_kr1-261,Dodda Bommasandra Lake,,≈1903,≈2002-04,BBMP,124.19,Rain & drain fed,,Hebbala Kere,Urban,2,,,,,,,,,,,,,,Sewage,No flow through Storm water drain,Road,,Sewage inflow: Upgrade the existing STP,267
262,BUBNYHdbs_ku2-262,Doddabommasandra kunte 1,,kunte,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru North,Yelahanka,Doddabommasandra,13.056361,77.560222,13° 03ʹ 22.9ʺ,77° 33ʹ 36.8ʺ,BBMP,0.425,≈ 0.17,True,,66,In Sy no 66,1903,1903,,925.0,,,,,,,,,BEL quartes,,,Quarters,BEL,2016-07-12,False,,False,,,,,,,,,,,,,,,,,,,,vol2_north,29,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,BEL,,,,,BEL quartes,Quarters,,,,BBMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,BUBNYHdbs_ku3-263,Doddabommasandra kunte 2,,kunte,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru North,Yelahanka,Doddabommasandra,13.056444,77.558167,"13°03'23. 2""",77°33ʹ29. 4ʺ,BBMP,0.675,≈ 0.27,True,,11,In Sy no 11,1903,1903,,929.0,,,,,,,,,Teak plantation & BEL quartes,,,Teak plantation,farmers,2016-07-12,False,,False,,,,,,,,,,,,,,,,,,,,vol2_north,29,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Farmer,,,,,Teak plant. & BEL quartes,Teak plantation,,,,BBMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,BUBNYHgtg_ku1-264,Gantiganahalli Kunte-1,,kunte,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru North,Yelahanka,Gantiganahalli,13.155444,77.592306,"13°09'19. 6""",77°35ʹ32. 3ʺ,BDA,0.125,≈ 0.05,True,,14,In Sy no 14,1914,1914,,929.0,,,,,,,,,Mango & eucalyptus plantation & concrete mixing,,,Vacant land,unknown,2016-11-30,False,,False,,,,,,,,,,,,,,,,,,,,vol2_north,30,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Unknown,,,,,Mango & Eucalyptus plant. & concrete mixing,Vacant land,,,,BDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,BUBNYHgtg_gk2-265,Gantiganahalli Kunte-2,,katte,existing,Seasonal,seasonal,Seasonal,Bengaluru Urban,Bengaluru North,Yelahanka,Gantiganahalli,13.147444,77.589278,13° 08ʹ 50.8ʺ,77° 35ʹ 21.4ʺ,BDA,1.95,1.38,False,,18,18,1914,1914,,912.27,1.5,0,1,0,0,0,0,none,"Plantation, layout, houses & vacant land",dry,none,,,2014-07-19,False,,False,Dry,,,,,birds,,,,,,No data,,N,Debris,none,none,partial,Rapid soil Excavation,vol2_north,30,empri-2018,main;waterQuality;issues,,No,Dry,No,,Partial,,,Birds,,,,,North,No,"Pl, L, houses & Vl",,,Debris,No,BDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,BUBNYHgtg_kr3-266,Gantiganahalli Kere,,kere,existing,Seasonal,seasonal,Seasonal,Bengaluru Urban,Bengaluru North,Yelahanka,Gantiganahalli,13.137028,77.589528,13° 08ʹ13.3ʺ,77° 35ʹ22.3ʺ,BDA,85.125,85.05,False,,32 (Gantiganahalli);51 (Nelakunte),32 (Gantiganahalli) & 51 (Nelakunte),1914,1914,,909.83,2.0,0,3,1,0,0,0,thorn wire,"Plantation, agriculture, vacant land, BSF Campus, Yelahanka air force base",muddy,irrigation;washing;fishing;cattle feeding,,,2014-07-19,False,,True,,,partial,growing on bank,emergent,birds,,N;S,farmers,Agriculture,10,14.02,14.05,WS;N,"Garbage, construction debris, plastic, coconut logs, agriculture & garment wastes",W,"Sewage, agriculture runoff",partial,Rapid soil Excavation,vol2_north,30,empri-2018,main;waterQuality;issues;atlas,,Thorny wire,Muddy,"I,W,F,Cf",Partially,Partial,Growing on Bank,Emergent,Birds,,,Farmers,North & South,West South & North,W est,"Pl, A, Vl, BSF Campus, Yelahanka Air Force Base",,Agriculture,"G, CD, Pl., coconut logs, Agri. & Garment wastes","Sewage, Agri. Runoff",BDA,BUBNYHgtg_kr3-266,Gantiganahalli Kere,,≈1914,,BDA,85.05,Rainfall,,,Urban,2+1 mud,,Yes,,,Yes,Yes,,,,,Yes,"Cow, sheep, goat","Dumping of garbage, c & d debris, coconut logs, poultry waste, agriculture & garment waste",Runoff,No flow through Storm water drain,Agriculture (10%),Yes,Dumping of wastes: Fence the lake and create awareness among the public regarding solid waste management and proper disposal methods;Encroachment: Evict the encroachment;Soil Excavation: Fencing the lake and prohibit the soil excavation,269
267,BUBNYHgtg_ku4-267,Gantiganahalli kunte-3,,kunte,existing,Seasonal,seasonal,Seasonal,Bengaluru Urban,Bengaluru North,Yelahanka,Gantiganahalli,13.145361,77.582472,"13°08'43. 3""",77°34ʹ56. 9ʺ,BDA,0.175,≈ 0.07,True,,4,In Sy no 4,1914,1914,,933.0,1.0,0,0,0,0,0,0,none,Eucalyptus plantation,dry,none,,,2016-07-14,False,,False,Dry,,partial,growing on bank,none,butterflies,none,none,none,none,No,No data,,none,none,none,none,partial,No,vol2_north,30,empri-2018,main;waterQuality;issues,,No,Dry,No,Partially,partillay,Growing on Bank,No,Butterfly,No,,No,No,No,No,Eucalyptus plant.,,No,No,No,BDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,BUBNYHgtg_ku5-268,Gantiganahalli kunte-4,,kunte,disappeared,Disused,disused,Disused,Bengaluru Urban,Bengaluru North,Yelahanka,Gantiganahalli,13.149472,77.583806,"13°08'58. 1""",77°35ʹ01. 7ʺ,BDA,0.125,≈ 0.05,True,,13,In Sy no 13,1914,1914,,923.0,,,,,,,,,"Eucalyptus plantation, layout, bricks factory",,,Vacant land,unknown,2016-07-14,False,,False,,,,,,,,,,,,,,,,,,,,vol2_north,30,empri-2018,main;waterQuality;issues;nonExisting,,,,,,,,,,,Unknown,,,,,"Eucalyptus plant., layout,bricks factory",Vacant land,,,,BDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
